combo_id,pretest,exam,student_count,event_name,div,student_q_count,div_num,percent_correct
26,12,no_exam,13492,parsons,ch13,32,13,78.125
26,12,no_exam,13492,parsons,ch14,24,14,12.5
26,12,no_exam,13492,parsons,ch16,15,16,13.333333333333334
26,12,no_exam,13492,parsons,ch18,70,18,51.42857142857142
26,12,no_exam,13492,parsons,ch21,6,21,0.0
26,12,no_exam,13492,parsons,ch3,356,3,52.52808988764045
26,12,no_exam,13492,parsons,ch4,272,4,86.02941176470588
26,12,no_exam,13492,parsons,ch5,1001,5,53.14685314685315
26,12,no_exam,13492,parsons,ch6,187,6,52.94117647058824
26,12,no_exam,13492,parsons,ch7,306,7,62.41830065359477
26,12,no_exam,13492,parsons,ch8,143,8,53.14685314685315
26,12,no_exam,13492,parsons,ch9,112,9,72.32142857142857
26,12,no_exam,13492,unittest,ch13,2,13,0.0
26,12,no_exam,13492,unittest,ch14,3,14,0.0
26,12,no_exam,13492,unittest,chF17,3,F17,0.0
27,no_pretest,no_exam,23594,mchoice,ch1,1284,1,65.80996884735202
27,no_pretest,no_exam,23594,mchoice,ch10,178,10,66.29213483146067
27,no_pretest,no_exam,23594,mchoice,ch11,125,11,58.4
27,no_pretest,no_exam,23594,mchoice,ch12,1143,12,46.806649168853895
27,no_pretest,no_exam,23594,mchoice,ch13,1089,13,56.29017447199265
27,no_pretest,no_exam,23594,mchoice,ch14,373,14,52.27882037533512
27,no_pretest,no_exam,23594,mchoice,ch15,116,15,37.06896551724138
27,no_pretest,no_exam,23594,mchoice,ch16,492,16,54.67479674796748
27,no_pretest,no_exam,23594,mchoice,ch17,161,17,64.59627329192547
27,no_pretest,no_exam,23594,mchoice,ch18,207,18,52.65700483091788
27,no_pretest,no_exam,23594,mchoice,ch2,276,2,45.65217391304348
27,no_pretest,no_exam,23594,mchoice,ch22,47,22,29.78723404255319
27,no_pretest,no_exam,23594,mchoice,ch3,4047,3,68.61872992340004
27,no_pretest,no_exam,23594,mchoice,ch4,2570,4,63.6964980544747
27,no_pretest,no_exam,23594,mchoice,ch5,854,5,68.61826697892272
27,no_pretest,no_exam,23594,mchoice,ch6,1477,6,68.99119837508462
27,no_pretest,no_exam,23594,mchoice,ch7,1850,7,63.08108108108108
27,no_pretest,no_exam,23594,mchoice,ch8,1484,8,57.34501347708895
27,no_pretest,no_exam,23594,mchoice,ch9,325,9,44.92307692307692
27,no_pretest,no_exam,23594,parsons,ch10,450,10,19.333333333333332
27,no_pretest,no_exam,23594,parsons,ch12,324,12,37.65432098765432
27,no_pretest,no_exam,23594,parsons,ch13,96,13,47.91666666666667
27,no_pretest,no_exam,23594,parsons,ch14,62,14,14.516129032258066
27,no_pretest,no_exam,23594,parsons,ch16,24,16,16.666666666666664
27,no_pretest,no_exam,23594,parsons,ch18,135,18,48.148148148148145
27,no_pretest,no_exam,23594,parsons,ch21,19,21,0.0
27,no_pretest,no_exam,23594,parsons,ch3,587,3,35.604770017035776
27,no_pretest,no_exam,23594,parsons,ch4,411,4,74.93917274939173
27,no_pretest,no_exam,23594,parsons,ch5,1826,5,36.25410733844468
27,no_pretest,no_exam,23594,parsons,ch6,312,6,30.128205128205128
27,no_pretest,no_exam,23594,parsons,ch7,620,7,43.54838709677419
27,no_pretest,no_exam,23594,parsons,ch8,262,8,30.916030534351147
27,no_pretest,no_exam,23594,parsons,ch9,120,9,44.166666666666664
27,no_pretest,no_exam,23594,unittest,ch13,97,13,8.24742268041237
27,no_pretest,no_exam,23594,unittest,ch14,77,14,22.07792207792208
27,no_pretest,no_exam,23594,unittest,chF17,74,F17,21.62162162162162
28,6,6,991,mchoice,ch1,52,1,55.769230769230774
28,6,6,991,mchoice,ch10,8,10,62.5
28,6,6,991,mchoice,ch11,9,11,55.55555555555556
28,6,6,991,mchoice,ch12,31,12,64.51612903225806
28,6,6,991,mchoice,ch13,44,13,72.72727272727273
28,6,6,991,mchoice,ch14,22,14,59.09090909090909
28,6,6,991,mchoice,ch15,8,15,50.0
28,6,6,991,mchoice,ch16,57,16,63.1578947368421
28,6,6,991,mchoice,ch17,20,17,90.0
28,6,6,991,mchoice,ch18,15,18,60.0
28,6,6,991,mchoice,ch2,21,2,61.904761904761905
28,6,6,991,mchoice,ch22,5,22,40.0
28,6,6,991,mchoice,ch3,111,3,75.67567567567568
28,6,6,991,mchoice,ch4,101,4,68.31683168316832
28,6,6,991,mchoice,ch5,29,5,82.75862068965517
28,6,6,991,mchoice,ch6,61,6,70.49180327868852
28,6,6,991,mchoice,ch7,66,7,69.6969696969697
28,6,6,991,mchoice,ch8,56,8,66.07142857142857
28,6,6,991,mchoice,ch9,29,9,48.275862068965516
28,6,6,991,parsons,ch10,29,10,27.586206896551722
28,6,6,991,parsons,ch12,8,12,75.0
28,6,6,991,parsons,ch13,4,13,75.0
28,6,6,991,parsons,ch14,4,14,25.0
28,6,6,991,parsons,ch16,4,16,0.0
28,6,6,991,parsons,ch18,11,18,36.36363636363637
28,6,6,991,parsons,ch21,2,21,0.0
28,6,6,991,parsons,ch3,20,3,40.0
28,6,6,991,parsons,ch4,18,4,94.44444444444444
28,6,6,991,parsons,ch5,87,5,37.93103448275862
28,6,6,991,parsons,ch6,14,6,42.857142857142854
28,6,6,991,parsons,ch7,23,7,60.86956521739131
28,6,6,991,parsons,ch8,10,8,70.0
28,6,6,991,parsons,ch9,12,9,66.66666666666666
29,12,6,262,mchoice,ch1,18,1,94.44444444444444
29,12,6,262,mchoice,ch10,4,10,100.0
29,12,6,262,mchoice,ch12,10,12,30.0
29,12,6,262,mchoice,ch13,17,13,70.58823529411765
29,12,6,262,mchoice,ch14,3,14,66.66666666666666
29,12,6,262,mchoice,ch15,1,15,0.0
29,12,6,262,mchoice,ch16,5,16,60.0
29,12,6,262,mchoice,ch2,6,2,50.0
29,12,6,262,mchoice,ch22,2,22,100.0
29,12,6,262,mchoice,ch3,37,3,83.78378378378379
29,12,6,262,mchoice,ch4,27,4,77.77777777777779
29,12,6,262,mchoice,ch5,9,5,77.77777777777779
29,12,6,262,mchoice,ch6,25,6,80.0
29,12,6,262,mchoice,ch7,20,7,60.0
29,12,6,262,mchoice,ch8,16,8,68.75
29,12,6,262,mchoice,ch9,6,9,66.66666666666666
29,12,6,262,parsons,ch10,11,10,36.36363636363637
29,12,6,262,parsons,ch12,2,12,50.0
29,12,6,262,parsons,ch13,1,13,100.0
29,12,6,262,parsons,ch21,2,21,0.0
29,12,6,262,parsons,ch3,4,3,50.0
29,12,6,262,parsons,ch4,4,4,50.0
29,12,6,262,parsons,ch5,14,5,71.42857142857143
29,12,6,262,parsons,ch6,4,6,50.0
29,12,6,262,parsons,ch7,8,7,62.5
29,12,6,262,parsons,ch8,3,8,33.33333333333333
29,12,6,262,parsons,ch9,3,9,100.0
30,no_pretest,6,549,mchoice,ch1,28,1,53.57142857142857
30,no_pretest,6,549,mchoice,ch10,6,10,0.0
30,no_pretest,6,549,mchoice,ch11,6,11,50.0
30,no_pretest,6,549,mchoice,ch12,21,12,47.61904761904761
30,no_pretest,6,549,mchoice,ch13,29,13,48.275862068965516
30,no_pretest,6,549,mchoice,ch14,15,14,60.0
30,no_pretest,6,549,mchoice,ch15,2,15,0.0
30,no_pretest,6,549,mchoice,ch16,35,16,48.57142857142857
30,no_pretest,6,549,mchoice,ch17,10,17,20.0
30,no_pretest,6,549,mchoice,ch18,18,18,22.22222222222222
30,no_pretest,6,549,mchoice,ch2,10,2,40.0
30,no_pretest,6,549,mchoice,ch22,5,22,20.0
30,no_pretest,6,549,mchoice,ch3,63,3,60.317460317460316
30,no_pretest,6,549,mchoice,ch4,47,4,51.06382978723404
30,no_pretest,6,549,mchoice,ch5,14,5,71.42857142857143
30,no_pretest,6,549,mchoice,ch6,16,6,62.5
30,no_pretest,6,549,mchoice,ch7,54,7,55.55555555555556
30,no_pretest,6,549,mchoice,ch8,47,8,59.57446808510638
30,no_pretest,6,549,mchoice,ch9,15,9,40.0
30,no_pretest,6,549,parsons,ch10,10,10,10.0
30,no_pretest,6,549,parsons,ch12,4,12,50.0
30,no_pretest,6,549,parsons,ch13,2,13,0.0
30,no_pretest,6,549,parsons,ch14,1,14,0.0
30,no_pretest,6,549,parsons,ch16,1,16,0.0
30,no_pretest,6,549,parsons,ch18,10,18,0.0
30,no_pretest,6,549,parsons,ch21,3,21,0.0
30,no_pretest,6,549,parsons,ch3,9,3,0.0
30,no_pretest,6,549,parsons,ch4,8,4,62.5
30,no_pretest,6,549,parsons,ch5,30,5,20.0
30,no_pretest,6,549,parsons,ch6,2,6,0.0
30,no_pretest,6,549,parsons,ch7,16,7,31.25
30,no_pretest,6,549,parsons,ch8,6,8,33.33333333333333
30,no_pretest,6,549,parsons,ch9,6,9,33.33333333333333
31,6,12,293,mchoice,ch1,10,1,60.0
31,6,12,293,mchoice,ch10,4,10,75.0
31,6,12,293,mchoice,ch11,3,11,100.0
31,6,12,293,mchoice,ch12,14,12,71.42857142857143
31,6,12,293,mchoice,ch13,20,13,60.0
31,6,12,293,mchoice,ch14,5,14,60.0
31,6,12,293,mchoice,ch15,2,15,100.0
31,6,12,293,mchoice,ch16,14,16,78.57142857142857
31,6,12,293,mchoice,ch17,5,17,80.0
31,6,12,293,mchoice,ch18,5,18,80.0
31,6,12,293,mchoice,ch2,4,2,50.0
31,6,12,293,mchoice,ch22,1,22,100.0
31,6,12,293,mchoice,ch3,26,3,80.76923076923077
31,6,12,293,mchoice,ch4,22,4,72.72727272727273
31,6,12,293,mchoice,ch5,8,5,100.0
31,6,12,293,mchoice,ch6,18,6,88.88888888888889
31,6,12,293,mchoice,ch7,22,7,86.36363636363636
31,6,12,293,mchoice,ch8,20,8,60.0
31,6,12,293,mchoice,ch9,10,9,90.0
31,6,12,293,parsons,ch10,16,10,56.25
31,6,12,293,parsons,ch12,3,12,33.33333333333333
31,6,12,293,parsons,ch13,2,13,100.0
31,6,12,293,parsons,ch14,1,14,0.0
31,6,12,293,parsons,ch16,1,16,0.0
31,6,12,293,parsons,ch18,4,18,75.0
31,6,12,293,parsons,ch21,1,21,0.0
31,6,12,293,parsons,ch3,4,3,25.0
31,6,12,293,parsons,ch4,4,4,75.0
31,6,12,293,parsons,ch5,24,5,70.83333333333334
31,6,12,293,parsons,ch6,4,6,100.0
31,6,12,293,parsons,ch7,8,7,62.5
31,6,12,293,parsons,ch8,4,8,25.0
31,6,12,293,parsons,ch9,4,9,100.0
32,12,12,97,mchoice,ch1,5,1,40.0
32,12,12,97,mchoice,ch10,1,10,0.0
32,12,12,97,mchoice,ch11,2,11,50.0
32,12,12,97,mchoice,ch12,7,12,28.57142857142857
32,12,12,97,mchoice,ch16,4,16,0.0
32,12,12,97,mchoice,ch2,2,2,0.0
32,12,12,97,mchoice,ch3,13,3,23.076923076923077
32,12,12,97,mchoice,ch4,11,4,36.36363636363637
32,12,12,97,mchoice,ch5,2,5,50.0
32,12,12,97,mchoice,ch6,3,6,33.33333333333333
32,12,12,97,mchoice,ch7,11,7,9.090909090909092
32,12,12,97,mchoice,ch8,9,8,11.11111111111111
32,12,12,97,mchoice,ch9,5,9,0.0
32,12,12,97,parsons,ch12,2,12,0.0
32,12,12,97,parsons,ch3,2,3,0.0
32,12,12,97,parsons,ch4,2,4,100.0
32,12,12,97,parsons,ch5,7,5,0.0
32,12,12,97,parsons,ch6,1,6,0.0
32,12,12,97,parsons,ch7,4,7,0.0
32,12,12,97,parsons,ch8,2,8,0.0
32,12,12,97,parsons,ch9,2,9,0.0
33,no_pretest,12,7,mchoice,ch6,4,6,75.0
33,no_pretest,12,7,parsons,ch16,1,16,0.0
33,no_pretest,12,7,parsons,ch5,1,5,0.0
33,no_pretest,12,7,parsons,ch6,1,6,100.0
34,6,no_exam,39695,mchoice,ch1,3492,1,64.0607101947308
34,6,no_exam,39695,mchoice,ch10,261,10,76.62835249042146
34,6,no_exam,39695,mchoice,ch11,113,11,53.98230088495575
34,6,no_exam,39695,mchoice,ch12,898,12,43.207126948775056
34,6,no_exam,39695,mchoice,ch13,1303,13,53.95241749808135
34,6,no_exam,39695,mchoice,ch14,313,14,56.54952076677316
34,6,no_exam,39695,mchoice,ch15,76,15,42.10526315789473
34,6,no_exam,39695,mchoice,ch16,666,16,54.95495495495496
34,6,no_exam,39695,mchoice,ch17,218,17,66.97247706422019
34,6,no_exam,39695,mchoice,ch18,123,18,49.59349593495935
34,6,no_exam,39695,mchoice,ch2,1085,2,53.73271889400921
34,6,no_exam,39695,mchoice,ch22,42,22,40.476190476190474
34,6,no_exam,39695,mchoice,ch3,6897,3,72.07481513701609
34,6,no_exam,39695,mchoice,ch4,5199,4,63.72379303712252
34,6,no_exam,39695,mchoice,ch5,1125,5,77.24444444444445
34,6,no_exam,39695,mchoice,ch6,2684,6,73.39791356184799
34,6,no_exam,39695,mchoice,ch7,3163,7,64.43250079038887
34,6,no_exam,39695,mchoice,ch8,2521,8,59.93653312177707
34,6,no_exam,39695,mchoice,ch9,907,9,52.921719955898574
34,6,no_exam,39695,parsons,ch10,790,10,28.48101265822785
34,6,no_exam,39695,parsons,ch12,232,12,50.43103448275862
34,6,no_exam,39695,parsons,ch13,119,13,55.46218487394958
34,6,no_exam,39695,parsons,ch14,48,14,16.666666666666664
34,6,no_exam,39695,parsons,ch16,32,16,3.125
34,6,no_exam,39695,parsons,ch18,85,18,37.64705882352941
34,6,no_exam,39695,parsons,ch21,12,21,0.0
34,6,no_exam,39695,parsons,ch3,1033,3,42.20716360116166
34,6,no_exam,39695,parsons,ch4,854,4,81.0304449648712
34,6,no_exam,39695,parsons,ch5,2948,5,42.94436906377205
34,6,no_exam,39695,parsons,ch6,594,6,33.83838383838384
34,6,no_exam,39695,parsons,ch7,1041,7,50.62439961575408
34,6,no_exam,39695,parsons,ch8,462,8,40.25974025974026
34,6,no_exam,39695,parsons,ch9,350,9,60.857142857142854
34,6,no_exam,39695,unittest,ch13,4,13,0.0
34,6,no_exam,39695,unittest,ch14,3,14,33.33333333333333
34,6,no_exam,39695,unittest,chF17,2,F17,0.0
35,12,no_exam,13612,mchoice,ch1,1346,1,77.26597325408619
35,12,no_exam,13612,mchoice,ch10,90,10,84.44444444444444
35,12,no_exam,13612,mchoice,ch11,62,11,61.29032258064516
35,12,no_exam,13612,mchoice,ch12,326,12,56.74846625766872
35,12,no_exam,13612,mchoice,ch13,363,13,65.56473829201101
35,12,no_exam,13612,mchoice,ch14,145,14,62.06896551724138
35,12,no_exam,13612,mchoice,ch15,48,15,56.25
35,12,no_exam,13612,mchoice,ch16,319,16,62.695924764890286
35,12,no_exam,13612,mchoice,ch17,120,17,75.83333333333333
35,12,no_exam,13612,mchoice,ch18,103,18,47.57281553398058
35,12,no_exam,13612,mchoice,ch2,453,2,67.3289183222958
35,12,no_exam,13612,mchoice,ch22,12,22,50.0
35,12,no_exam,13612,mchoice,ch3,2426,3,82.31657048639737
35,12,no_exam,13612,mchoice,ch4,1658,4,77.38238841978287
35,12,no_exam,13612,mchoice,ch5,399,5,79.19799498746866
35,12,no_exam,13612,mchoice,ch6,898,6,78.17371937639199
35,12,no_exam,13612,mchoice,ch7,927,7,76.59115426105717
35,12,no_exam,13612,mchoice,ch8,729,8,70.78189300411523
35,12,no_exam,13612,mchoice,ch9,300,9,63.33333333333333
35,12,no_exam,13612,parsons,ch10,267,10,31.46067415730337
35,12,no_exam,13612,parsons,ch12,80,12,70.0
35,12,no_exam,13612,parsons,ch13,33,13,78.78787878787878
35,12,no_exam,13612,parsons,ch14,24,14,12.5
35,12,no_exam,13612,parsons,ch16,15,16,13.333333333333334
35,12,no_exam,13612,parsons,ch18,71,18,50.70422535211267
35,12,no_exam,13612,parsons,ch21,5,21,0.0
35,12,no_exam,13612,parsons,ch3,362,3,52.762430939226526
35,12,no_exam,13612,parsons,ch4,276,4,86.59420289855072
35,12,no_exam,13612,parsons,ch5,1002,5,53.093812375249506
35,12,no_exam,13612,parsons,ch6,186,6,52.68817204301075
35,12,no_exam,13612,parsons,ch7,306,7,62.41830065359477
35,12,no_exam,13612,parsons,ch8,142,8,52.816901408450704
35,12,no_exam,13612,parsons,ch9,111,9,72.07207207207207
35,12,no_exam,13612,unittest,ch13,2,13,0.0
35,12,no_exam,13612,unittest,ch14,3,14,0.0
35,12,no_exam,13612,unittest,chF17,3,F17,0.0
36,no_pretest,no_exam,23813,mchoice,ch1,1292,1,65.78947368421053
36,no_pretest,no_exam,23813,mchoice,ch10,181,10,65.74585635359117
36,no_pretest,no_exam,23813,mchoice,ch11,125,11,58.4
36,no_pretest,no_exam,23813,mchoice,ch12,1144,12,46.85314685314685
36,no_pretest,no_exam,23813,mchoice,ch13,1089,13,56.29017447199265
36,no_pretest,no_exam,23813,mchoice,ch14,373,14,52.27882037533512
36,no_pretest,no_exam,23813,mchoice,ch15,116,15,37.06896551724138
36,no_pretest,no_exam,23813,mchoice,ch16,520,16,53.26923076923077
36,no_pretest,no_exam,23813,mchoice,ch17,163,17,65.03067484662577
36,no_pretest,no_exam,23813,mchoice,ch18,215,18,51.627906976744185
36,no_pretest,no_exam,23813,mchoice,ch2,276,2,45.65217391304348
36,no_pretest,no_exam,23813,mchoice,ch22,49,22,28.57142857142857
36,no_pretest,no_exam,23813,mchoice,ch3,4055,3,68.50801479654747
36,no_pretest,no_exam,23813,mchoice,ch4,2583,4,63.569492837785525
36,no_pretest,no_exam,23813,mchoice,ch5,865,5,68.4393063583815
36,no_pretest,no_exam,23813,mchoice,ch6,1506,6,68.85790172642763
36,no_pretest,no_exam,23813,mchoice,ch7,1858,7,63.02475780409041
36,no_pretest,no_exam,23813,mchoice,ch8,1491,8,56.8075117370892
36,no_pretest,no_exam,23813,mchoice,ch9,338,9,44.37869822485207
36,no_pretest,no_exam,23813,parsons,ch10,461,10,19.088937093275486
36,no_pretest,no_exam,23813,parsons,ch12,325,12,37.84615384615385
36,no_pretest,no_exam,23813,parsons,ch13,96,13,47.91666666666667
36,no_pretest,no_exam,23813,parsons,ch14,62,14,14.516129032258066
36,no_pretest,no_exam,23813,parsons,ch16,25,16,16.0
36,no_pretest,no_exam,23813,parsons,ch18,143,18,46.85314685314685
36,no_pretest,no_exam,23813,parsons,ch21,22,21,0.0
36,no_pretest,no_exam,23813,parsons,ch3,590,3,35.42372881355932
36,no_pretest,no_exam,23813,parsons,ch4,413,4,74.57627118644068
36,no_pretest,no_exam,23813,parsons,ch5,1861,5,35.94841483073616
36,no_pretest,no_exam,23813,parsons,ch6,319,6,30.094043887147336
36,no_pretest,no_exam,23813,parsons,ch7,621,7,43.31723027375201
36,no_pretest,no_exam,23813,parsons,ch8,263,8,30.418250950570343
36,no_pretest,no_exam,23813,parsons,ch9,125,9,42.4
36,no_pretest,no_exam,23813,unittest,ch13,97,13,8.24742268041237
36,no_pretest,no_exam,23813,unittest,ch14,77,14,22.07792207792208
36,no_pretest,no_exam,23813,unittest,chF17,74,F17,21.62162162162162
